오는 6월 3일부터 19일까지	NNG
오는 7월 20일부터 4년간	NNG
오는 8월 17일~18일	NNG
오는 9일부터 11일까지	NNG
오늘	NNG
오늘날	NNG
오늘내일	NNG
오밤중	NNG
오십년	NNG
오육월	NNG
오전	NNG
오정	NNG
오후	NNG
오후 1시부터	NNG
온겨울	NNG
온종일	NNG
올 1분기	NNG
올 상반기	NNG
올 시즌	NNG
올 하반기	NNG
올가을	NNG
올봄	NNG
올시즌	NNG
올여름	NNG
올초	NNG
올해	NNG
올해 1∼7월	NNG
올해 1분기	NNG
올해 3분기	NNG
올해 3월부터 6월까지	NNG
올해 하반기	NNG
월	NNG
월말	NNG
월요일	NNG
월일	NNG
육년	NNG
육십년	NNG
윤날	NNG
윤달	NNG
이날	NNG
이날부터 9일까지	NNG
이년	NNG
이다음	NNG
이달 20∼25일	NNG
이달 25∼30일	NNG
이달 8∼28일	NNG
이듬해	NNG
이레	NNG
이번 주말	NNG
이십년	NNG
이주일	NNG
이즈음	NNG
이태	NNG
이튿날	NNG
이틀	NNG
이틀 만	NNG
이틀 이상	NNG
이틀간	NNG
이틀만	NNG
이틀째	NNG
일	NNG
일년	NNG
일요일	NNG
일제시대	NNG
일주일	NNG
일주일 내내	NNG
일주일 동안	NNG
일주일 만	NNG
일주일 안	NNG
일주일간	NNG
일주일내	NNG
일주일새	NNG
임시	NNG
입동	NNG
입추	NNG
자유시대	NNG
작년	NNG
작년 3월 말부터 이달 19일까지	NNG
작일	NNG
잠간	NNG
재임기간	NNG
재작년	NNG
저녁	NNG
저녁녘	NNG
저녁때	NNG
저녁참	NNG
전날	NNG
전반 5분	NNG
전반기	NNG
전분	NNG
정월	NNG
조만간	NNG
조선시대	NNG
종일	NNG
주4일	NNG
주5일	NNG
주말	NNG
주말 내내	NNG
주야	NNG
주일	NNG
주초	NNG
중세	NNG
중세기	NNG
중순	NNG
중양절	NNG
중하	NNG
즈음	NNG
지금	NNG
지난 100일 동안	NNG
지난 10년 간	NNG
지난 10년 동안	NNG
지난 13년 동안	NNG
지난 19~20일	NNG
지난 1985년에서 1997년까지	NNG
지난 1998년부터 2011년 7월까지	NNG
지난 1년 동안	NNG
지난 1년간	NNG
지난 1일부터 10일까지	NNG
지난 1일부터 3일까지	NNG
지난 2∼9월	NNG
지난 2003년부터 11월 11일	NNG
지난 2004년부터 2005년 사이	NNG
지난 2008년에서 2011년 사이	NNG
지난 2010∼2012년	NNG
지난 2010년 2월부터 3월 사이	NNG
지난 2010년 7월부터 2012년 12월까지	NNG
지난 2010년부터 이달 초까지	NNG
지난 2012년 3월부터 지난해 7월까지	NNG
지난 2013~2014년	NNG
지난 2013년부터 올해 상반기까지	NNG
지난 20년간	NNG
지난 20여년 간	NNG
지난 23일부터 24일	NNG
지난 25년간	NNG
지난 27년간	NNG
지난 3년간	NNG
지난 3일부터 9일까지	NNG
지난 4∼13일	NNG
지난 4년	NNG
지난 4년 동안	NNG
지난 4월 18~9일	NNG
지난 4월 29∼5월 1일	NNG
지난 5∼6일	NNG
지난 5년 동안	NNG
지난 5년간	NNG
지난 6년여 동안	NNG
지난 8년간	NNG
지난 8월부터 11월까지	NNG
지난 8일부터 16일까지	NNG
지난 8일부터 9일	NNG
지난 9일부터 15일까지	NNG
지난 나흘간	NNG
지난 상반기	NNG
